Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Publication.Date,Total.number.of.passengers,Total.fatal.or.serious.injuries,Likelihood.of.serious.or.fatal.injury,Is.aircraft.destroyed,Make.model,Weather.Condition.missingness
20090615X33400,Accident,WPR09CA288,2009-06-14,"Hell's Canyon, OR",United States,Non-Fatal,Substantial,Airplane,N3761Z,Piper,pa-18-150,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-18-150,False
20090615X65441,Accident,CEN09CA357,2009-06-14,"Garrison, MN",United States,Non-Fatal,Substantial,Airplane,N190BA,Aviat,a1,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Aviat/a1,False
20090615X82221,Accident,ERA09LA348,2009-06-14,"Fairmont, WV",United States,Non-Fatal,Substantial,Airplane,N7544E,Aeronca,7ac,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Aeronca/7ac,False
20090615X91230,Accident,ERA09CA350,2009-06-14,"Stevensville, MD",United States,Non-Fatal,Substantial,Airplane,N47024,Beech,c17b,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Beech/c17b,False
20090615X92914,Accident,ERA09LA346,2009-06-14,"Magee, MS",United States,Non-Fatal,Substantial,Airplane,N5202U,Air Tractor,at-602,No,1,Turbo Prop,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Air Tractor/at-602,False
20090826X84257,Incident,ENG09IA011,2009-06-14,"Diyarbakir, OF",Turkey,Non-Fatal,Missing/Unknown,Airplane,TC-TLA,Boeing,737,No,2,Turbo Fan,NUSC,Missing/Unknown,0,2,0,0,VMC,30-04-2021,2,2,1.0,False,Boeing/737,False
20090616X44104,Accident,ERA09LA352,2009-06-15,"Islesboro, ME",United States,Non-Fatal,Substantial,Airplane,N33243,Cessna,u206f,No,1,Reciprocating,135,Missing/Unknown,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/u206f,False
20090616X44615,Accident,ERA09WA353,2009-06-15,"Urmantany, Russia",Russia,Fatal,Substantial,Airplane,RA-0848G,Cessna,150,No,1,Missing/Unknown,UNK,Missing/Unknown,2,0,1,0,VMC,03-11-2020,3,2,0.6666666666666666,False,Cessna/150,False
20090617X20832,Accident,ANC09CA057,2009-06-15,"King Salmon, AK",United States,Non-Fatal,Substantial,Airplane,N2162Z,Cessna,180f,No,1,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Cessna/180f,False
20090625X71751,Accident,CEN09LA388,2009-06-15,"Rapid City, SD",United States,Non-Fatal,Missing/Unknown,Airplane,N4490M,Beech,b100,No,2,Turbo Prop,135,Missing/Unknown,0,4,1,0,VMC,25-09-2020,5,4,0.8,False,Beech/b100,False
20090710X11929,Accident,CEN09CA426,2009-06-15,"South Haven, MI",United States,Non-Fatal,Substantial,Airplane,N9010R,Cessna,a188b,No,1,Reciprocating,091,Business,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/a188b,False
20090818X32949,Incident,WPR09RA402,2009-06-15,"Keflavik, Iceland",Iceland,,Minor,Airplane,TF FIA,Boeing,757,No,2,Missing/Unknown,129,Missing/Unknown,0,0,0,0,VMC,25-09-2020,0,0,0.0,False,Boeing/757,False
20090617X31933,Accident,CEN09FA364,2009-06-17,"Rockwall, TX",United States,Fatal,Substantial,Airplane,N66016,Cessna,150l,No,1,Reciprocating,091,Positioning,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/150l,False
20090617X44958,Accident,ANC09LA058,2009-06-17,"Crooked Creek, AK",United States,Non-Fatal,Substantial,Airplane,N1623U,Cessna,207,No,1,Reciprocating,091,Other Work Use,0,1,0,2,VMC,25-09-2020,3,1,0.3333333333333333,False,Cessna/207,False
20090618X41802,Accident,WPR09LA293,2009-06-17,"Lake Elsinore, CA",United States,Fatal,Substantial,Airplane,N8339V,Champion,7eca,No,1,Reciprocating,091,Personal,2,0,0,0,VMC,25-09-2020,2,2,1.0,False,Champion/7eca,False
20090530X50637,Accident,WPR09LA270,2009-06-18,"Yerington, NV",United States,Non-Fatal,Substantial,Airplane,N9723,Grumman,g-164a,No,1,Reciprocating,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Grumman/g-164a,False
20090618X31455,Accident,CEN09CA367,2009-06-18,"Fort Collins, CO",United States,Non-Fatal,Substantial,Airplane,N95144,Cessna,152,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/152,False
20090618X45951,Accident,WPR09CA295,2009-06-18,"Dixie, ID",United States,Non-Fatal,Substantial,Airplane,N4155U,Piper,pa-18-150,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-18-150,False
20090619X54345,Accident,WPR09LA297,2009-06-19,"Roosevelt, UT",United States,Non-Fatal,Substantial,Airplane,N14797,Bellanca,17-31atc,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Bellanca/17-31atc,False
20090620X82832,Accident,ERA09LA357,2009-06-19,"Chipley, FL",United States,Non-Fatal,Substantial,Airplane,N41915,Luscombe,8,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Luscombe/8,False
20090621X30731,Accident,CEN09FA369,2009-06-19,"Dougherty, TX",United States,Fatal,Destroyed,Airplane,N182GT,Cessna,r182,No,1,Reciprocating,091,Personal,2,0,0,0,IMC,25-09-2020,2,2,1.0,True,Cessna/r182,False
20090629X84637,Incident,DCA09WA062,2009-06-19,"North Bay, Canada",Canada,Non-Fatal,Missing/Unknown,Airplane,SP-LPA,Boeing,767,No,2,Missing/Unknown,NUSC,Missing/Unknown,0,0,0,216,VMC,03-11-2020,216,0,0.0,False,Boeing/767,False
20090620X80417,Accident,ERA09LA358,2009-06-20,"Plymouth, MA",United States,Non-Fatal,Substantial,Airplane,N29496,Piper,pa-28-161,No,1,Reciprocating,091,Instructional,0,2,0,0,VMC,25-09-2020,2,2,1.0,False,Piper/pa-28-161,False
20090622X51947,Accident,WPR09LA302,2009-06-20,"San Jose, CA",United States,Non-Fatal,Substantial,Airplane,N411JL,Mooney,m20tn,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Mooney/m20tn,False
20090622X61140,Accident,WPR09CA303,2009-06-20,"Ogden, UT",United States,Non-Fatal,Substantial,Airplane,N731GE,Cessna,a188b,No,1,Reciprocating,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/a188b,False
20090623X45648,Accident,CEN09CA378,2009-06-20,"Urbana, OH",United States,Non-Fatal,Substantial,Airplane,N7660P,Piper,pa-24,No,1,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Piper/pa-24,False
20090623X64306,Accident,ERA09CA365,2009-06-20,"Lovingston, VA",United States,Non-Fatal,Substantial,Airplane,N1664F,Cessna,172h,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/172h,False
20090630X73157,Accident,CEN09TA399,2009-06-20,"Cookson, OK",United States,Non-Fatal,Substantial,Airplane,N60HP,Cessna,182,No,1,Reciprocating,PUBU,Public Aircraft - State,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/182,False
20090622X34010,Accident,ERA09CA362,2009-06-21,"Columbus, GA",United States,Non-Fatal,Substantial,Airplane,N6075M,Cessna,t206h,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/t206h,False
20090715X41127,Accident,ANC09FAMS1,2009-06-21,"Northway, AK",United States,Fatal,Substantial,Airplane,N7062N,Beech,v35a,No,1,Reciprocating,091,Personal,2,0,0,0,VMC,03-11-2020,2,2,1.0,False,Beech/v35a,False
20090622X63028,Accident,WPR09CA305,2009-06-22,"McCall, ID",United States,Non-Fatal,Substantial,Airplane,N12463,Cessna,172m,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/172m,False
20090623X02614,Accident,CEN09CA372,2009-06-22,"Albuquerque, NM",United States,Non-Fatal,Substantial,Airplane,N1876Q,Cessna,177 rg,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/177 rg,False
20090623X10757,Accident,CEN09CA373,2009-06-22,"Marysville, OH",United States,Non-Fatal,Substantial,Airplane,N734EN,Cessna,172n,No,1,Reciprocating,091,Personal,0,1,1,2,VMC,25-09-2020,4,1,0.25,False,Cessna/172n,False
20090623X12518,Accident,CEN09TA374,2009-06-22,"Alpine, TX",United States,Non-Fatal,Substantial,Airplane,N2320P,Piper,pa-18-150,No,1,Reciprocating,PUBU,Public Aircraft,0,2,0,0,VMC,25-09-2020,2,2,1.0,False,Piper/pa-18-150,False
20090623X13330,Accident,ERA09CA364,2009-06-22,"Beaver Falls, PA",United States,Non-Fatal,Substantial,Airplane,N10365,Piper,l-21b,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/l-21b,False
20090623X30924,Accident,CEN09CA376,2009-06-22,"Fort Collins, CO",United States,Non-Fatal,Substantial,Airplane,N5824D,Piper,pa-22-150,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-22-150,False
20090623X24641,Accident,CEN09LA375,2009-06-23,"Mineola, TX",United States,Non-Fatal,Substantial,Airplane,N2719S,Cessna,150g,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Cessna/150g,False
20090623X33607,Accident,CEN09FA377,2009-06-23,"Sanborn, IA",United States,Fatal,Substantial,Airplane,N7795N,Piper,pa-28-180,No,1,Reciprocating,091,Personal,3,0,0,0,VMC,25-09-2020,3,3,1.0,False,Piper/pa-28-180,False
20090624X83010,Accident,CEN09CA381,2009-06-23,"Elyria, OH",United States,Non-Fatal,Substantial,Airplane,N34508,Cessna,177b,No,1,Reciprocating,091,Instructional,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/177b,False
20090706X72654,Incident,DCA09IA064,2009-06-23,"Kagoshima, Japan",Japan,Non-Fatal,Missing/Unknown,Airplane,N805NW,Airbus,a330-323,No,2,Turbo Fan,NUSC,Missing/Unknown,0,0,0,217,IMC,25-09-2020,217,0,0.0,False,Airbus/a330-323,False
20090708X05839,Accident,CEN09CA420,2009-06-23,"Greenfield, IN",United States,Non-Fatal,Substantial,Airplane,N263AL,Aviat,husky,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Aviat/husky,False
20090624X61033,Accident,ERA09CA366,2009-06-24,"Porterdale, GA",United States,Non-Fatal,Substantial,Airplane,N8272Z,Cessna,210-5(205),No,1,Reciprocating,091,Personal,0,2,0,0,VMC,25-09-2020,2,2,1.0,False,Cessna/210-5(205),False
20090624X65629,Accident,CEN09LA384,2009-06-24,"Llano, TX",United States,Non-Fatal,Substantial,Airplane,N6939M,Stinson,108-3,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Stinson/108-3,False
20090625X45010,Accident,CEN09CA387,2009-06-24,"Oklahoma City, OK",United States,Non-Fatal,Substantial,Airplane,N67797,Cessna,152,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/152,False
20091216X90355,Accident,ERA09WA551,2009-06-24,"Palazzolo dello Stella, Italy",Italy,Non-Fatal,Substantial,Airplane,D-EBFO,Cessna,172,No,1,Missing/Unknown,NUSN,Missing/Unknown,0,0,0,3,VMC,03-11-2020,3,0,0.0,False,Cessna/172,False
20090624X10624,Accident,WPR09FA309,2009-06-25,"Holbrook, AZ",United States,Fatal,Substantial,Airplane,N912T,Beech,b95,No,2,Reciprocating,091,Personal,4,0,0,0,VMC,25-09-2020,4,4,1.0,False,Beech/b95,False
20090625X51425,Accident,WPR09CA311,2009-06-25,"Dixie, ID",United States,Non-Fatal,Substantial,Airplane,N725V,Maule,m-5-235c,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Maule/m-5-235c,False
20090625X74714,Accident,CEN09LA389,2009-06-25,"St. Louis, MO",United States,Non-Fatal,Substantial,Airplane,N701PT,Piper,pa-31t1,No,2,Turbo Prop,091,Positioning,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-31t1,False
20090629X01338,Accident,CEN09FA393,2009-06-26,"Lakeview, AR",United States,Fatal,Substantial,Airplane,N38171,Piper,pa-32r-300,No,1,Reciprocating,091,Personal,3,1,1,0,VMC,25-09-2020,5,4,0.8,False,Piper/pa-32r-300,False
20090806X31035,Incident,OPS09IA009,2009-06-26,"Cleveland, OH",United States,Non-Fatal,Missing/Unknown,Airplane,N375PH,Bombardier Inc,dhc-8-202,No,2,Turbo Prop,121,Missing/Unknown,0,0,0,66,VMC,25-09-2020,66,0,0.0,False,Bombardier Inc/dhc-8-202,False
20090628X13006,Accident,WPR09CA315,2009-06-27,"Preston, ID",United States,Non-Fatal,Substantial,Airplane,N8600L,Piper,pa-25-235,No,1,Reciprocating,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa-25-235,False
20090629X10132,Accident,ERA09LA372,2009-06-27,"Shepherdsville, KY",United States,Non-Fatal,Substantial,Airplane,N172TJ,Cessna,172d,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172d,False
20090723X51140,Accident,CEN09CA459,2009-06-27,"USAFA, CO",United States,Non-Fatal,Substantial,Airplane,N52298,Cessna,172p,No,1,Reciprocating,091,Personal,0,1,0,3,VMC,25-09-2020,4,1,0.25,False,Cessna/172p,False
20100611X12721,Accident,ERA09CA553,2009-06-27,"Ware, MA",United States,Non-Fatal,Substantial,Airplane,N1879G,Champion,7gcaa,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Champion/7gcaa,False
20090628X13313,Accident,WPR09FA316,2009-06-28,"Rimrock, WA",United States,Fatal,Substantial,Airplane,N4396R,Cessna,172m,No,1,Reciprocating,091,Personal,2,0,1,0,VMC,25-09-2020,3,2,0.6666666666666666,False,Cessna/172m,False
20090629X64855,Accident,ANC09CA059,2009-06-28,"Kasigluk, AK",United States,Non-Fatal,Substantial,Airplane,N5490C,Cessna,170a,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/170a,False
20090630X01338,Accident,ERA09CA373,2009-06-28,"Mt. Pleasant, SC",United States,Non-Fatal,Substantial,Airplane,N49897,Cessna,152,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/152,False
20090628X32005,Accident,DCA09WA063,2009-06-29,"Moroni, China",China,Fatal,Destroyed,Airplane,7O-ADJ,Airbus,a310,No,2,Missing/Unknown,NUSC,Missing/Unknown,152,0,1,0,VMC,03-11-2020,153,152,0.9934640522875817,True,Airbus/a310,False
20090630X85256,Accident,CEN09LA396,2009-06-29,"Shelbyville, IN",United States,Non-Fatal,Substantial,Airplane,N9085L,Champion,7gcaa,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Champion/7gcaa,False
20090701X41448,Accident,ERA09CA374,2009-06-29,"Quinton, VA",United States,Non-Fatal,Substantial,Airplane,N38978,Boeing,a75n1(pt17),No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Boeing/a75n1(pt17),False
20090701X43709,Accident,CEN09LA400,2009-06-29,"Bastrop, TX",United States,Non-Fatal,Substantial,Airplane,N220TX,Cirrus Design Corp,sr22,No,1,Reciprocating,091,Positioning,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cirrus Design Corp/sr22,False
20090630X82522,Accident,WPR09CA319,2009-06-30,"Lincoln, CA",United States,Non-Fatal,Substantial,Airplane,N1064D,Cessna,lc-126c,No,1,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Cessna/lc-126c,False
20090701X62442,Accident,CEN09LA401,2009-06-30,"Knobel, AR",United States,Non-Fatal,Substantial,Airplane,N5192T,Air Tractor Inc,at-602,No,1,Turbo Prop,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Air Tractor Inc/at-602,False
20090630X80241,Accident,WPR09CA322,2009-07-01,"Spanish Fork, UT",United States,Non-Fatal,Substantial,Airplane,N765DC,Diamond Aircraft Ind Inc,da 20-c1,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Diamond Aircraft Ind Inc/da 20-c1,False
20090702X60156,Accident,CEN09LA403,2009-07-01,"Ainsworth, IA",United States,Non-Fatal,Substantial,Airplane,N60015,Ayres,s2r-g6,No,1,Turbo Prop,137,Aerial Application,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Ayres/s2r-g6,False
20090707X52718,Accident,CEN09LA417,2009-07-01,"Santa Teresa, NM",United States,Non-Fatal,Substantial,Airplane,N2118S,Cessna,t210l,No,1,Reciprocating,091,Business,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/t210l,False
20091205X04754,Accident,WPR09LA480,2009-07-01,"Page, AZ",United States,Non-Fatal,Substantial,Airplane,N1055V,Cessna,r172k,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Cessna/r172k,False
20090702X24843,Accident,CEN09CA402,2009-07-02,"Grand Forks, ND",United States,Non-Fatal,Substantial,Airplane,N525ND,Cessna,172s,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172s,False
20090702X80427,Accident,CEN09CA404,2009-07-02,"Grand Forks, ND",United States,Non-Fatal,Substantial,Airplane,N538ND,Cessna,172s,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172s,False
20090706X43615,Accident,CEN09CA411,2009-07-02,"Benton, AR",United States,Non-Fatal,Substantial,Airplane,N5238E,Cessna,172n,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172n,False
20090707X13323,Accident,CEN09CA414,2009-07-02,"Steamboat Springs, CO",United States,Non-Fatal,Substantial,Airplane,N270SD,Mooney,m20,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Mooney/m20,False
20090709X01017,Accident,CEN09CA422,2009-07-02,"Hibbing, MN",United States,Non-Fatal,Substantial,Airplane,N88FN,Piper,pa-28-140,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-28-140,False
20090703X31413,Accident,WPR09LA324,2009-07-03,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,N7657Y,Piper,pa-30,No,2,Reciprocating,091,Personal,0,3,1,0,VMC,25-09-2020,4,3,0.75,False,Piper/pa-30,False
20090703X51138,Accident,CEN09FA405,2009-07-03,"Weslaco, TX",United States,Fatal,Substantial,Airplane,N2043D,Beech,c35,No,1,Reciprocating,091,Personal,1,0,1,0,VMC,25-09-2020,2,1,0.5,False,Beech/c35,False
20090706X11335,Accident,CEN09LA409,2009-07-03,"Latimer, IA",United States,Fatal,Substantial,Airplane,N8138B,Cessna,172,No,1,Reciprocating,091,Personal,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/172,False
20090706X12224,Accident,CEN09CA410,2009-07-03,"Bloomington, IL",United States,Non-Fatal,Substantial,Airplane,N8319J,Cessna,150,No,1,Missing/Unknown,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/150,False
20090706X91911,Accident,WPR09LA330,2009-07-03,"Tracy, CA",United States,Non-Fatal,Substantial,Airplane,N51459,Taylorcraft,dco-65,No,1,Reciprocating,091,Personal,0,1,1,0,VMC,25-09-2020,2,1,0.5,False,Taylorcraft/dco-65,False
20090707X15408,Accident,CEN09LA415,2009-07-03,"Albuquerque, NM",United States,Non-Fatal,Substantial,Airplane,N988AE,Cessna,441,No,2,Turbo Prop,091,Positioning,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Cessna/441,False
20090707X62759,Accident,ERA09CA386,2009-07-03,"Westminster, MD",United States,Non-Fatal,Substantial,Airplane,N1397E,Champion,7ac,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Champion/7ac,False
20090707X93834,Accident,ERA09CA382,2009-07-03,"Clifton, ME",United States,Non-Fatal,Substantial,Airplane,N1782F,Cessna,172h,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/172h,False
20090716X00506,Accident,ERA09WA406,2009-07-03,"Imperatrize, Maranhao, Brazil",Brazil,Non-Fatal,Substantial,Airplane,PT-RFU,Piper,pa-34-200t,No,2,Missing/Unknown,UNK,Missing/Unknown,0,0,2,0,VMC,03-11-2020,2,0,0.0,False,Piper/pa-34-200t,False
20111116X45427,Accident,ANC09CA111,2009-07-03,"Homer, AK",United States,Non-Fatal,Substantial,Airplane,N4299Z,Piper,pa-18-150,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-18-150,False
20090706X02746,Accident,CEN09CA406,2009-07-04,"Waxahachie, TX",United States,Non-Fatal,Substantial,Airplane,N28NB,North American,t-28b,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,North American/t-28b,False
20090706X03321,Accident,ERA09LA379,2009-07-04,"Princeton, NJ",United States,Non-Fatal,Substantial,Airplane,N64178,Cessna,172m,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172m,False
20090706X10333,Accident,ERA09LA380,2009-07-04,"Westerly, RI",United States,Non-Fatal,Substantial,Airplane,N4898Y,Piper,pa-25-235,No,1,Reciprocating,091,Banner Tow,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-25-235,False
20090709X62942,Accident,ERA09CA391,2009-07-04,"Morristown, NJ",United States,Non-Fatal,Substantial,Airplane,N751DW,Cessna,172rg,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/172rg,False
20090706X00620,Accident,ERA09FA377,2009-07-05,"Huntington, WV",United States,Fatal,Destroyed,Airplane,N207JB,Cessna,400,No,1,Reciprocating,091,Personal,2,0,0,0,IMC,25-09-2020,2,2,1.0,True,Cessna/400,False
20090706X04313,Accident,CEN09CA408,2009-07-05,"Conway, AR",United States,Non-Fatal,Substantial,Airplane,N1124Y,Cessna,150b,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Cessna/150b,False
20090706X61840,Accident,WPR09FA326,2009-07-05,"South Lake Tahoe, CA",United States,Fatal,Substantial,Airplane,N51172,Cessna,150,No,1,Reciprocating,091,Personal,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/150,False
20090706X85516,Accident,WPR09CA328,2009-07-05,"Gig Harbor, WA",United States,Non-Fatal,Substantial,Airplane,N1431C,Boeing,a75n1,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Boeing/a75n1,False
20090709X25721,Accident,WPR09CA335,2009-07-05,"La Grande, OR",United States,Non-Fatal,Substantial,Airplane,N3198D,Cessna,180,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/180,False
20090706X72902,Accident,WPR09LA327,2009-07-06,"Taylor, AZ",United States,Non-Fatal,Substantial,Airplane,N5957U,Piper,pa-28-140,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-28-140,False
20090707X25638,Incident,CEN09IA416,2009-07-06,"Midland, TX",United States,Non-Fatal,Minor,Airplane,N201FD,Mooney,m20j,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Mooney/m20j,False
20090708X13610,Accident,WPR09CA332,2009-07-06,"Wilson Bar, ID",United States,Non-Fatal,Destroyed,Airplane,N71186,Cessna,182m,No,1,Reciprocating,091,Personal,0,2,0,0,VMC,25-09-2020,2,2,1.0,True,Cessna/182m,False
20090715X73504,Accident,ANC09CA067,2009-07-06,"Skwentna, AK",United States,Non-Fatal,Substantial,Airplane,N4448R,Cessna,a185f,No,1,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Cessna/a185f,False
20090707X40842,Accident,ERA09LA385,2009-07-07,"Brinson, GA",United States,Fatal,Substantial,Airplane,N8587S,Air Tractor Inc,at-301,No,1,Reciprocating,091,Instructional,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Air Tractor Inc/at-301,False
20090707X45937,Accident,ANC09CA060,2009-07-07,"Sutton, AK",United States,Non-Fatal,Substantial,Airplane,N29785,Bellanca,8gcbc,No,1,Reciprocating,091,Personal,0,1,1,0,VMC,25-09-2020,2,1,0.5,False,Bellanca/8gcbc,False
20090708X75247,Accident,ERA09CA387,2009-07-07,"Winder, GA",United States,Non-Fatal,Substantial,Airplane,N316SR,Cirrus Design Corp,sr22,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Cirrus Design Corp/sr22,False
20090708X93803,Accident,CEN09CA419,2009-07-07,"Ballinger, TX",United States,Non-Fatal,Substantial,Airplane,N7589S,Cessna,182q,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/182q,False
20090717X24824,Accident,WPR09CA352,2009-07-07,"Corona, CA",United States,Non-Fatal,Substantial,Airplane,N5287A,Cessna,t210n,No,1,Reciprocating,091,Personal,0,0,0,5,VMC,25-09-2020,5,0,0.0,False,Cessna/t210n,False
20090709X74830,Accident,ERA09FA389,2009-07-08,"Gulf of Mexico,",United States,Fatal,Destroyed,Airplane,N4467D,Cessna,421c,No,2,Reciprocating,091,Executive/corporate,5,0,0,0,IMC,25-09-2020,5,5,1.0,True,Cessna/421c,False
20090708X25648,Accident,WPR09FA334,2009-07-08,"Mammoth Lakes, CA",United States,Fatal,Substantial,Airplane,N7314S,Cessna,182p,No,1,Reciprocating,091,Personal,2,0,0,0,VMC,25-09-2020,2,2,1.0,False,Cessna/182p,False
20090709X43228,Accident,ERA09CA390,2009-07-08,"South Charleston, WV",United States,Non-Fatal,Substantial,Airplane,N88025,Piper,j3c,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/j3c,False
20090709X73336,Accident,CEN09FA425,2009-07-09,"Simla, CO",United States,Fatal,Destroyed,Airplane,N212TC,North American,snj-5,No,1,Reciprocating,091,Personal,1,0,0,0,VMC,25-09-2020,1,1,1.0,True,North American/snj-5,False
20090712X90247,Accident,CEN09CA428,2009-07-10,"Reydell, AR",United States,Non-Fatal,Substantial,Airplane,N60023,Air Tractor Inc,at-502b,No,1,Turbo Prop,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Air Tractor Inc/at-502b,False
