Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Publication.Date,Total.number.of.passengers,Total.fatal.or.serious.injuries,Likelihood.of.serious.or.fatal.injury,Is.aircraft.destroyed,Make.model,Weather.Condition.missingness
20090712X92629,Accident,CEN09FA430,2009-07-10,"Las Vegas, NM",United States,Non-Fatal,Substantial,Airplane,N4334W,Beech,35-a33,No,1,Reciprocating,091,Personal,0,0,2,0,VMC,25-09-2020,2,0,0.0,False,Beech/35-a33,False
20090712X94532,Accident,ERA09LA396,2009-07-10,"Fort Myers, FL",United States,Non-Fatal,Missing/Unknown,Airplane,N606JB,Airbus,a320-232,No,2,Turbo Fan,121,Missing/Unknown,0,2,2,149,VMC,25-09-2020,153,2,0.013071895424836602,False,Airbus/a320-232,False
20090721X00826,Accident,CEN09LA451,2009-07-10,"Beaman, IA",United States,Non-Fatal,Substantial,Airplane,N6683K,Grumman Acft Eng Cor-Schweizer,g-164b,No,1,Reciprocating,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Grumman Acft Eng Cor-Schweizer/g-164b,False
20090722X62439,Accident,CEN09CA457,2009-07-10,"Fort Worth, TX",United States,Non-Fatal,Substantial,Airplane,N3106L,Cessna,310,No,2,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/310,False
20090712X94214,Accident,ERA09CA395,2009-07-11,"Rutherford, NC",United States,Non-Fatal,Substantial,Airplane,N8658W,Piper,pa-28-235,No,1,Reciprocating,091,Instructional,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa-28-235,False
20090712X94747,Accident,ERA09LA397,2009-07-11,"Auburn, ME",United States,Non-Fatal,Substantial,Airplane,N2871E,Aeronca,7ac,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Aeronca/7ac,False
20090713X21503,Accident,CEN09CA433,2009-07-11,"Angel Fire, NM",United States,Non-Fatal,Substantial,Airplane,N70QT,Aero Commander,680-f,No,2,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Aero Commander/680-f,False
20090717X70921,Accident,ERA09WA408,2009-07-11,"Masizo del Roraima, Venezuela, Venezuela",Venezuela,Fatal,Destroyed,Airplane,N354RA,Beech,a36,No,1,Reciprocating,NUSN,Personal,2,0,0,0,VMC,03-11-2020,2,2,1.0,True,Beech/a36,False
20090730X02214,Accident,CEN09WA476,2009-07-11,"Stadtlohn-Wenningfeld, Germany",Germany,Non-Fatal,Minor,Airplane,N21SC,Cessna,u206g,No,1,Reciprocating,NUSN,Skydiving,0,0,1,1,VMC,03-11-2020,2,0,0.0,False,Cessna/u206g,False
20090712X04733,Accident,ERA09LA399,2009-07-12,"Rochester, MA",United States,Non-Fatal,Substantial,Airplane,N4773G,Cessna,172n,No,1,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Cessna/172n,False
20090712X91747,Accident,CEN09CA429,2009-07-12,"Elwood, NE",United States,Non-Fatal,Substantial,Airplane,N4990Q,Cessna,a188b,No,1,Reciprocating,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/a188b,False
20090713X90753,Accident,CEN09CA431,2009-07-13,"Porter, TX",United States,Non-Fatal,Substantial,Airplane,N70455,Piper,j3c-65,No,1,Reciprocating,091,Personal,0,2,0,0,VMC,25-09-2020,2,2,1.0,False,Piper/j3c-65,False
20090714X61227,Accident,CEN09CA437,2009-07-13,"Pine River, MN",United States,Non-Fatal,Substantial,Airplane,N79908,Cessna,172k,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172k,False
20090714X83900,Accident,DCA09FA065,2009-07-13,"Charleston, WV",United States,Non-Fatal,Substantial,Airplane,N387SW,Boeing,737,No,2,Missing/Unknown,121,Missing/Unknown,0,0,0,131,VMC,25-09-2020,131,0,0.0,False,Boeing/737,False
20090715X50046,Accident,ANC09CA066,2009-07-13,"Yakutat, AK",United States,Non-Fatal,Substantial,Airplane,N93CA,Beech,g18s,No,2,Reciprocating,135,Missing/Unknown,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Beech/g18s,False
20090714X22723,Accident,CEN09CA436,2009-07-14,"Joplin, MO",United States,Non-Fatal,Substantial,Airplane,N96660,Taylorcraft,bc-d,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Taylorcraft/bc-d,False
20090714X52517,Accident,WPR09LA341,2009-07-14,"Westley, CA",United States,Non-Fatal,Substantial,Airplane,N330HT,Piper,pa-46-310p,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-46-310p,False
20090714X93349,Accident,CEN09CA439,2009-07-14,"West Chicago, IL",United States,Non-Fatal,Substantial,Airplane,N3714T,Piper,pa-28r-201,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-28r-201,False
20090714X94013,Accident,WPR09LA343,2009-07-14,"Yellow Pine, ID",United States,Non-Fatal,Substantial,Airplane,N71BS,Cessna,u206g,No,1,Reciprocating,091,Instructional,0,1,1,0,VMC,25-09-2020,2,1,0.5,False,Cessna/u206g,False
20090714X95017,Accident,ERA09CA402,2009-07-14,"Pittsburgh, PA",United States,Non-Fatal,Substantial,Airplane,N21NC,Cessna,t337,No,2,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/t337,False
20090715X21759,Accident,ANC09WA063,2009-07-14,"Whitehorse, Canada",Canada,Fatal,Substantial,Airplane,N9138E,Maule,m-5-235c,No,1,Reciprocating,091,Personal,1,0,1,0,VMC,03-11-2020,2,1,0.5,False,Maule/m-5-235c,False
20090715X33712,Accident,WPR09CA345,2009-07-14,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,N3953T,Piper,pa-28r-180,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-28r-180,False
20090715X84438,Accident,CEN09LA442,2009-07-14,"Boyd, TX",United States,Non-Fatal,Substantial,Airplane,N2446F,Cessna,172s,No,1,Reciprocating,091,Instructional,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/172s,False
20090715X92513,Accident,ERA09CA405,2009-07-14,"Blacksburg, VA",United States,Non-Fatal,Substantial,Airplane,N7418W,Piper,pa28,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Piper/pa28,False
20090715X04106,Accident,WPR09FA347,2009-07-15,"Hawthorne, CA",United States,Fatal,Substantial,Airplane,N618MW,Raytheon Aircraft Company,g36,No,1,Reciprocating,091,Personal,3,0,0,0,VMC,25-09-2020,3,3,1.0,False,Raytheon Aircraft Company/g36,False
20090715X83104,Accident,CEN09LA441,2009-07-15,"Cincinnati, OH",United States,Non-Fatal,Destroyed,Airplane,N5519W,Piper,pa-28,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,True,Piper/pa-28,False
20090720X03313,Accident,CEN09LA446,2009-07-15,"Tuscola, IL",United States,Non-Fatal,Substantial,Airplane,N13W,Beech,s35,No,1,Reciprocating,091,Ferry,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Beech/s35,False
20090730X12915,Incident,ENG09IA009,2009-07-15,"Charlotte (CLT), NC",United States,Non-Fatal,Minor,Airplane,N506AU,Boeing,737-3b7,No,2,Turbo Fan,121,Missing/Unknown,0,0,0,0,VMC,25-09-2020,0,0,0.0,False,Boeing/737-3b7,False
20090716X53746,Accident,WPR09CA348,2009-07-16,"Thermopolis, WY",United States,Non-Fatal,Substantial,Airplane,N5461Q,Cessna,172m,No,1,Reciprocating,091,Instructional,0,1,1,0,VMC,25-09-2020,2,1,0.5,False,Cessna/172m,False
20090716X82106,Accident,ANC09TA068,2009-07-16,"Anchorage, AK",United States,Non-Fatal,Substantial,Airplane,N4UA,Cessna,180a,No,1,Reciprocating,PUBU,Public Aircraft,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Cessna/180a,False
20090717X94221,Accident,ERA09LA407,2009-07-16,"Morristown, TN",United States,Non-Fatal,Substantial,Airplane,N7227E,Cessna,120,No,1,Reciprocating,091,Instructional,0,1,0,1,VMC,25-09-2020,2,1,0.5,False,Cessna/120,False
20090720X04024,Accident,CEN09LA447,2009-07-16,"Suring, WI",United States,Non-Fatal,Substantial,Airplane,N9747G,Cessna,a188b,No,1,Reciprocating,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/a188b,False
20090719X91401,Accident,ERA09FA411,2009-07-17,"Hayesville, NC",United States,Fatal,Destroyed,Airplane,N778RK,Cessna,r182,No,1,Reciprocating,091,Positioning,1,0,0,0,IMC,25-09-2020,1,1,1.0,True,Cessna/r182,False
20090720X05925,Accident,CEN09CA448,2009-07-17,"Fox Lake, IL",United States,Non-Fatal,Substantial,Airplane,N7482Q,Cessna,c-182,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/c-182,False
20090720X01734,Accident,WPR09LA355,2009-07-18,"Truckee, CA",United States,Non-Fatal,Substantial,Airplane,N9772Y,Beech,35-b33,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Beech/35-b33,False
20090720X31849,Accident,ANC09LA069,2009-07-18,"Anchorage, AK",United States,Non-Fatal,Substantial,Airplane,N7136Q,Cessna,172l,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/172l,False
20090721X93928,Accident,CEN09CA450,2009-07-18,"Waring, TX",United States,Non-Fatal,Substantial,Airplane,N2991D,Bellanca,8kcab,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Bellanca/8kcab,False
20090722X22023,Accident,CEN09CA453,2009-07-18,"Malvern, AR",United States,Non-Fatal,Substantial,Airplane,N33365,Piper,pa28,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa28,False
20090722X43007,Accident,CEN09WA454,2009-07-18,"Perrigny, France",France,Fatal,Destroyed,Airplane,N752CD,Cirrus,sr22,No,1,Reciprocating,NUSN,Personal,1,0,0,0,VMC,03-11-2020,1,1,1.0,True,Cirrus/sr22,False
20090723X14040,Accident,CEN09CA458,2009-07-18,"New Braunfels, TX",United States,Non-Fatal,Substantial,Airplane,N5556S,Cessna,172m,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172m,False
20090719X22537,Accident,ERA09LA409,2009-07-19,"Mahwah, NJ",United States,Non-Fatal,Substantial,Airplane,N8339A,Cessna,170b,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Cessna/170b,False
20090720X94044,Accident,CEN09LA444,2009-07-19,"Verdel, NE",United States,Fatal,Destroyed,Airplane,N6688,Beech,tc-45j,No,2,Reciprocating,091,Personal,1,0,1,0,VMC,25-09-2020,2,1,0.5,True,Beech/tc-45j,False
20090722X62123,Incident,CEN09IA456,2009-07-19,"West Chicago, IL",United States,Non-Fatal,Missing/Unknown,Airplane,N77AF,Cessna,172r,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/172r,False
20090722X91517,Accident,ERA09LA413,2009-07-19,"Ponce, PR",United States,Fatal,Destroyed,Airplane,N5518P,Cessna,152,No,1,Reciprocating,091,Personal,1,0,0,0,VMC,25-09-2020,1,1,1.0,True,Cessna/152,False
20090721X62037,Incident,DCA09WA066,2009-07-20,"Keflavik, Iceland",Iceland,Non-Fatal,Minor,Airplane,N658UA,Boeing,767,No,2,Missing/Unknown,121,Missing/Unknown,0,0,0,2,VMC,03-11-2020,2,0,0.0,False,Boeing/767,False
20090723X34313,Accident,ANC09WA071,2009-07-20,"Kamsack, Canada",Canada,Fatal,Substantial,Airplane,C-GUZZ,Piper,pa-46-31p,No,1,Missing/Unknown,NUSN,Missing/Unknown,2,0,2,0,VMC,03-11-2020,4,2,0.5,False,Piper/pa-46-31p,False
20090722X65624,Accident,WPR09LA361,2009-07-21,"Redmond, OR",United States,Non-Fatal,Substantial,Airplane,N117KR,Piper,pa-46-350p,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-46-350p,False
20090727X90529,Accident,CEN09CA464,2009-07-21,"Fort Collins, CO",United States,Non-Fatal,Substantial,Airplane,N8778D,Piper,pa-22-160,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-22-160,False
20090729X10511,Accident,CEN09CA473,2009-07-21,"Gardner, KS",United States,Non-Fatal,Substantial,Airplane,N192C,Stinson,108,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Stinson/108,False
20090722X33920,Accident,WPR09LA362,2009-07-22,"Elma, WA",United States,Fatal,Destroyed,Airplane,N6422U,Mooney,m20c,No,1,Reciprocating,091,Aerial Observation,1,0,0,0,VMC,25-09-2020,1,1,1.0,True,Mooney/m20c,False
20090723X00731,Accident,ANC09LA072,2009-07-22,"Iliamna, AK",United States,Non-Fatal,Substantial,Airplane,N68088,Dehavilland,beaver dhc-2,No,1,Reciprocating,135,Missing/Unknown,0,0,0,5,VMC,25-09-2020,5,0,0.0,False,Dehavilland/beaver dhc-2,False
20090727X81723,Accident,WPR09LA372,2009-07-22,"Walla Walla, WA",United States,Non-Fatal,Substantial,Airplane,N7504Y,Piper,pa-30,No,2,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-30,False
20090728X63439,Accident,CEN09CA470,2009-07-23,"Bismarck, ND",United States,Non-Fatal,Substantial,Airplane,N405DD,Raytheon Aircraft Company,c90a,No,2,Turbo Prop,091,Executive/corporate,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Raytheon Aircraft Company/c90a,False
20090723X54623,Accident,WPR09CA363,2009-07-23,"Metaline Falls, WA",United States,Non-Fatal,Substantial,Airplane,N2903A,Piper,pa-28-181,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-28-181,False
20090724X02446,Accident,ERA09CA416,2009-07-23,"Turner, ME",United States,Non-Fatal,Substantial,Airplane,N595Z,Maule,m7,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Maule/m7,False
20090724X23943,Accident,ANC09CA073,2009-07-23,"Tok, AK",United States,Non-Fatal,Substantial,Airplane,N39226,Taylorcraft,bc12-d,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Taylorcraft/bc12-d,False
20090727X43538,Accident,CEN09CA465,2009-07-23,"Colorado Springs, CO",United States,Non-Fatal,Substantial,Airplane,N301RT,Piper,pa32r,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa32r,False
20090728X52636,Accident,CEN09CA469,2009-07-23,"Miller, MO",United States,Non-Fatal,Missing/Unknown,Airplane,N6689Z,Piper,pa-25-235,No,1,Reciprocating,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-25-235,False
20090724X20725,Accident,WPR09LA364,2009-07-24,"Washougal, WA",United States,Non-Fatal,Substantial,Airplane,N22278,Cessna,150h,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Cessna/150h,False
20090729X15804,Accident,CEN09CA474,2009-07-24,"Dayton, OH",United States,Non-Fatal,Substantial,Airplane,N87711,Beech,h-18,No,2,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Beech/h-18,False
20090725X91959,Accident,CEN09FA462,2009-07-25,"Oklahoma City, OK",United States,Fatal,Substantial,Airplane,N9112S,Beech,v35,No,1,Reciprocating,091,Personal,1,0,4,0,VMC,25-09-2020,5,1,0.2,False,Beech/v35,False
20090728X01730,Accident,CEN09LA466,2009-07-25,"Mount Carmel, IL",United States,Fatal,Substantial,Airplane,N37080,Luscombe,8c,No,1,Reciprocating,091,Personal,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Luscombe/8c,False
20090728X30057,Accident,CEN09LA467,2009-07-25,"Sawyer, MI",United States,Non-Fatal,Substantial,Airplane,N36299,Taylorcraft,bf12,No,1,Reciprocating,091,Personal,0,1,1,0,VMC,25-09-2020,2,1,0.5,False,Taylorcraft/bf12,False
20090814X64600,Accident,CEN09CA521,2009-07-25,"Abernathy, TX",United States,Non-Fatal,Substantial,Airplane,N11EN,Maule,m-4-220c,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Maule/m-4-220c,False
20090728X71721,Accident,DCA09FA068,2009-07-27,"Norfolk, VA",United States,Non-Fatal,Missing/Unknown,Airplane,N135HQ,Embraer,emb170,No,2,Turbo Fan,121,Missing/Unknown,0,1,1,85,VMC,25-09-2020,87,1,0.011494252873563218,False,Embraer/emb170,False
20090729X33734,Accident,ERA09LA427,2009-07-27,"Mount Holly, NJ",United States,Non-Fatal,Substantial,Airplane,N1494X,Piper,pa-34-200t,No,2,Reciprocating,091,Positioning,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-34-200t,False
20090729X64638,Accident,ERA09CA425,2009-07-27,"Towanda, PA",United States,Non-Fatal,Substantial,Airplane,N2980X,Cessna,177,No,1,Reciprocating,091,Personal,0,3,0,0,VMC,25-09-2020,3,3,1.0,False,Cessna/177,False
20090728X85335,Accident,WPR09LA373,2009-07-28,"Riverdale, CA",United States,Non-Fatal,Substantial,Airplane,N8741H,Grumman,g164,No,1,Reciprocating,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Grumman/g164,False
20090729X73339,Accident,ERA09CA426,2009-07-28,"Lexington, KY",United States,Non-Fatal,Substantial,Airplane,N6433K,Cessna,150m,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/150m,False
20090804X35053,Accident,ERA09CA439,2009-07-28,"Mayfield, KY",United States,Non-Fatal,Substantial,Airplane,N1008R,Mooney,m20s,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Mooney/m20s,False
20090918X33042,Accident,WPR09LA457,2009-07-28,"Ely, NV",United States,Non-Fatal,Substantial,Airplane,N555Q,North American,at-6g,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,North American/at-6g,False
20090729X65635,Accident,WPR09LA374,2009-07-29,"Firebaugh, CA",United States,Non-Fatal,Substantial,Airplane,N23189,Air Tractor,at-301,No,1,Reciprocating,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Air Tractor/at-301,False
20090730X73703,Accident,ERA09CA428,2009-07-29,"Dundee, MS",United States,Non-Fatal,Substantial,Airplane,N502AJ,Air Tractor,at502,No,1,Turbo Prop,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Air Tractor/at502,False
20090730X93020,Accident,ANC09CA075,2009-07-29,"Buckland, AK",United States,Non-Fatal,Substantial,Airplane,N540RT,Cessna,180,No,1,Reciprocating,091,Personal,0,0,0,4,IMC,25-09-2020,4,0,0.0,False,Cessna/180,False
20090806X51353,Accident,CEN09CA500,2009-07-29,"Wheeling, IL",United States,Non-Fatal,Substantial,Airplane,N4648A,Cessna,p210n,No,1,Reciprocating,091,Personal,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Cessna/p210n,False
20090730X41720,Accident,CEN09CA477,2009-07-30,"River Falls, WI",United States,Non-Fatal,Substantial,Airplane,N989DM,Cessna,a185f,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/a185f,False
20090731X95516,Accident,ERA09CA430,2009-07-30,"Manassas, VA",United States,Non-Fatal,Substantial,Airplane,N733BS,Cessna,172n,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172n,False
20090804X85026,Accident,WPR09LA383,2009-07-30,"Glendale, AZ",United States,Non-Fatal,Substantial,Airplane,N83ER,Beech,76,No,2,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Beech/76,False
20090731X04043,Accident,ERA09LA431,2009-07-31,"Minter City, MS",United States,Non-Fatal,Substantial,Airplane,N60237,Air Tractor,at502,No,1,Turbo Prop,137,Aerial Application,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Air Tractor/at502,False
20090731X10108,Accident,ERA09FA429,2009-07-31,"Ravenswood, WV",United States,Fatal,Destroyed,Airplane,N581DS,Cirrus,sr-22,No,1,Reciprocating,091,Personal,1,0,0,0,IMC,25-09-2020,1,1,1.0,True,Cirrus/sr-22,False
20090731X35715,Incident,CEN09IA481,2009-07-31,"Sugar Land, TX",United States,Non-Fatal,Minor,Airplane,N679SJ,Raytheon Aircraft Company,be-400a,No,2,Turbo Fan,091,Personal,0,0,0,8,VMC,25-09-2020,8,0,0.0,False,Raytheon Aircraft Company/be-400a,False
20090731X92346,Accident,CEN09CA479,2009-07-31,"Purcell, OK",United States,Non-Fatal,Destroyed,Airplane,N41930,Piper,pa28-151,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,True,Piper/pa28-151,False
20090803X01559,Accident,CEN09LA487,2009-07-31,"Black River Falls, WI",United States,Non-Fatal,Substantial,Airplane,N2108Q,Cessna,177rg,No,1,Reciprocating,091,Personal,0,1,0,2,VMC,25-09-2020,3,1,0.3333333333333333,False,Cessna/177rg,False
20090803X52257,Accident,CEN09CA485,2009-07-31,"Flushing, MI",United States,Non-Fatal,Substantial,Airplane,N77FJ,Taylorcraft,bc12-65,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Taylorcraft/bc12-65,False
20090804X43510,Accident,CEN09LA491,2009-07-31,"Iowa Falls, IA",United States,Non-Fatal,Substantial,Airplane,N989TP,Cessna,182j,No,1,Reciprocating,091,Personal,0,2,0,0,VMC,25-09-2020,2,2,1.0,False,Cessna/182j,False
20090806X65549,Accident,CEN09LA502,2009-07-31,"Frankfort, MI",United States,Non-Fatal,Substantial,Airplane,N337BA,Cessna,337f,No,2,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Cessna/337f,False
20090812X43353,Accident,CEN09CA519,2009-07-31,"Watertown, SD",United States,Non-Fatal,Substantial,Airplane,N2131G,Cessna,182a,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Cessna/182a,False
20090801X02332,Accident,CEN09CA482,2009-08-01,"Conway, AR",United States,Non-Fatal,Substantial,Airplane,N521SP,Cessna,182k,No,1,Reciprocating,091,Public Aircraft - State,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/182k,False
20090803X05217,Accident,ERA09LA435,2009-08-01,"West Point, VA",United States,Fatal,Substantial,Airplane,N1999G,Beech,b90,No,2,Turbo Prop,091,Skydiving,1,0,0,6,VMC,25-09-2020,7,1,0.14285714285714285,False,Beech/b90,False
20090803X45450,Accident,CEN09CA484,2009-08-01,"Terrell, TX",United States,Non-Fatal,Substantial,Airplane,N8602C,Piper,pa22,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa22,False
20090803X92750,Accident,ERA09LA433,2009-08-01,"Livermore Falls, ME",United States,Non-Fatal,Substantial,Airplane,N49778,Boeing,a75n1,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Boeing/a75n1,False
20090806X94850,Accident,DCA09WA070,2009-08-01,"Nairobi, Kenya",Kenya,Fatal,Destroyed,Airplane,5Y-LMB,Cessna,u206,No,1,Missing/Unknown,NUSC,Missing/Unknown,1,2,1,0,VMC,03-11-2020,4,3,0.75,True,Cessna/u206,False
20090803X21550,Accident,ERA09CA437,2009-08-02,"Lincoln Park, NJ",United States,Non-Fatal,Substantial,Airplane,N551N,Piper,pa-34-200t,No,2,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Piper/pa-34-200t,False
20090804X10942,Accident,ANC09CA076,2009-08-02,"Skwentna, AK",United States,Non-Fatal,Substantial,Airplane,N7509K,Piper,pa-18,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-18,False
20090804X21948,Accident,CEN09CA489,2009-08-02,"Gateway, CO",United States,Non-Fatal,Substantial,Airplane,N61TM,Cessna,182p,No,1,Reciprocating,091,Personal,0,3,0,0,VMC,25-09-2020,3,3,1.0,False,Cessna/182p,False
20090820X30146,Incident,DCA09WA074,2009-08-02,"Barcelona, Spain",Spain,,Missing/Unknown,Airplane,G-CPEM,Boeing,757,No,2,Missing/Unknown,NUSC,Missing/Unknown,0,0,0,0,VMC,03-11-2020,0,0,0.0,False,Boeing/757,False
20090803X22808,Accident,CEN09CA483,2009-08-03,"Royal, IA",United States,Non-Fatal,Substantial,Airplane,N6701Z,Piper,pa-25-235,No,1,Reciprocating,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa-25-235,False
20090804X21428,Accident,WPR09LA382,2009-08-03,"Salt Lake City, UT",United States,Non-Fatal,Substantial,Airplane,N373C,Stinson,108-2,No,1,Reciprocating,091,Personal,0,1,0,1,VMC,25-09-2020,2,1,0.5,False,Stinson/108-2,False
20090805X91438,Accident,ERA09LA441,2009-08-03,"Suffolk, VA",United States,Non-Fatal,Substantial,Airplane,N3549N,Mooney,m20f,No,1,Reciprocating,091,Personal,0,0,1,2,VMC,25-09-2020,3,0,0.0,False,Mooney/m20f,False
20090810X21314,Incident,DCA09IA071,2009-08-03,"Bavaro, Las Americas",Dominican Republic,Non-Fatal,Missing/Unknown,Airplane,N76156,Boeing,767-224,No,2,Turbo Jet,121,Missing/Unknown,0,33,0,146,VMC,25-09-2020,179,33,0.18435754189944134,False,Boeing/767-224,False
20090804X35204,Accident,WPR09LA384,2009-08-04,"Happy Jack, AZ",United States,Fatal,Substantial,Airplane,N5195N,Boeing,e75,No,1,Reciprocating,091,Personal,1,0,1,0,VMC,25-09-2020,2,1,0.5,False,Boeing/e75,False
